song_id,respondent,prompt,description,similarity
168acd2c-563d-4357-b,49,Create a hip hop beat like 4th Disciple from Wu-Tang and Stoupe from Jedi Mind Tricks,Nice beat flowing in the beginning followed by a jazz modern flow and a few vocals,0.4472
16aa7d0d-3f35-4612-a,10,"country, modern country, line dance, americana, that last summer night of vacation before you head back to daily life","A country song that sounds like it was written by Taylor Swift very early in her career. The singer is definitely young, and it has a very pleasant upbeat vibe to it.",0.2412
16aa7d0d-3f35-4612-a,14,"country, modern country, line dance, americana, that last summer night of vacation before you head back to daily life","e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",0.3208
16aa7d0d-3f35-4612-a,28,"country, modern country, line dance, americana, that last summer night of vacation before you head back to daily life",Country music with female singer in english. Medium pacing. Mainly drums,0.3525
16aa7d0d-3f35-4612-a,32,"country, modern country, line dance, americana, that last summer night of vacation before you head back to daily life",country music with a female singer and typical country sounds ,0.4167
16aa7d0d-3f35-4612-a,43,"country, modern country, line dance, americana, that last summer night of vacation before you head back to daily life",A country song sang by a woman feels very nostalgic/reminiscent of a loved one ,0.3579
189707c6-89e6-4846-9,5,"Riding a bike, delicately smelling the fragrance of osmanthus flowers.",This music can be described as slow and has a soft tune.,0.1338
189707c6-89e6-4846-9,17,"Riding a bike, delicately smelling the fragrance of osmanthus flowers.","A romantic musical style centered around themes of love and emotional connection, often featuring soft melodies, heartfelt lyrics, and warm, expressive instrumentation.",0.1978
189707c6-89e6-4846-9,28,"Riding a bike, delicately smelling the fragrance of osmanthus flowers.","Slow style classic rock with male english singer. Upbeat, higher pitched singing.",0.0888
189707c6-89e6-4846-9,35,"Riding a bike, delicately smelling the fragrance of osmanthus flowers.","High-energy drum and bass track with rapid breakbeats, deep rolling sub-bass, sharp snare hits, and futuristic synth stabs creating an intense, fast-paced atmosphere.",0.1626
189707c6-89e6-4846-9,43,"Riding a bike, delicately smelling the fragrance of osmanthus flowers.",Slow upbeat kind of song talking about a specific loved one his happiness is evident in the song,0.1345
1acbac5c-f315-45df-8,9,"female vocalist, r&b, alternative r&b, slow beats, hip hop, soul, contemporary r&b,",Song sung by a girl . Girl has really good vocals and song about girls.,0.4394
1acbac5c-f315-45df-8,21,"female vocalist, r&b, alternative r&b, slow beats, hip hop, soul, contemporary r&b,","A 2000s, hip-hop soul song, sung by a woman with a powerful voice. The drums are slow, with a lot of hi-hats. ",0.3989
1acbac5c-f315-45df-8,24,"female vocalist, r&b, alternative r&b, slow beats, hip hop, soul, contemporary r&b,","Groovy R&B tune with an enticing rhythm section and great emotional female vocals, feels like a late night stroll in a city. ",0.4855
1acbac5c-f315-45df-8,39,"female vocalist, r&b, alternative r&b, slow beats, hip hop, soul, contemporary r&b,","This seems like a slow, jazz song creating a sort of love scene and connotation",0.2706
1c339881-c51b-4318-a,0,"female vocalist, guitar, bass guitar, drums (drum set), uptempo, uplifting, anime soundtrack, melodic, j-rock, piano rock, upbeat, catchy, piano rock,",anime music that would be in the theme song thats super catchy and everyone bobs their head too,0.5277
1c339881-c51b-4318-a,2,"female vocalist, guitar, bass guitar, drums (drum set), uptempo, uplifting, anime soundtrack, melodic, j-rock, piano rock, upbeat, catchy, piano rock,",Electric music in a different language sang by multiple women. The tone is high pitched.,0.368
1c339881-c51b-4318-a,19,"female vocalist, guitar, bass guitar, drums (drum set), uptempo, uplifting, anime soundtrack, melodic, j-rock, piano rock, upbeat, catchy, piano rock,","This is nice and upbeat, sounds like an introduction to a game. ",0.4477
1c339881-c51b-4318-a,31,"female vocalist, guitar, bass guitar, drums (drum set), uptempo, uplifting, anime soundtrack, melodic, j-rock, piano rock, upbeat, catchy, piano rock,","An upbeat Japanese pop song with high-pitched female vocals, fast electronic percussion, that create a cheerful, high-energy atmosphere",0.5309
1c339881-c51b-4318-a,38,"female vocalist, guitar, bass guitar, drums (drum set), uptempo, uplifting, anime soundtrack, melodic, j-rock, piano rock, upbeat, catchy, piano rock,","Similar to Japanese pop, especially old-school songs. The music feels sparkly and girly, almost like it'd be a shoujo anime intro",0.6286
1c339881-c51b-4318-a,47,"female vocalist, guitar, bass guitar, drums (drum set), uptempo, uplifting, anime soundtrack, melodic, j-rock, piano rock, upbeat, catchy, piano rock,","Female voices stacked in harmony with lots of reverb, gospel-ish ballad pace and warmth.",0.4691
1e28722f-2c5c-474e-a,5,"Post-Bop, Jazz Fusion, instrumental, technical, melodic, warm, passionate, energetic, playful, guitar, archtop guitar",This music can be described as calm and a slow tune.,0.3705
1e28722f-2c5c-474e-a,15,"Post-Bop, Jazz Fusion, instrumental, technical, melodic, warm, passionate, energetic, playful, guitar, archtop guitar","Soft starting that is steady, piano in the bg, continuous, steady melody.",0.4033
1e28722f-2c5c-474e-a,27,"Post-Bop, Jazz Fusion, instrumental, technical, melodic, warm, passionate, energetic, playful, guitar, archtop guitar",Instrumental lo-fi music that sounds like it would play in a laid-back café or brunch spot. ,0.5663
1e28722f-2c5c-474e-a,35,"Post-Bop, Jazz Fusion, instrumental, technical, melodic, warm, passionate, energetic, playful, guitar, archtop guitar","Gentle lo-fi hip-hop beat with soft vinyl crackle, muted piano chords, relaxed drum loop, and mellow instrumental textures creating a calm, late-night study vibe.",0.4653
1e28722f-2c5c-474e-a,42,"Post-Bop, Jazz Fusion, instrumental, technical, melodic, warm, passionate, energetic, playful, guitar, archtop guitar","jazzy bluesy band, soft guitar and easy drum beats, very rhythmic, more interesting elevator music",0.5944
1eccf497-ffe0-4f0d-a,6,"Progressive rock, dark vibe, heavy guitar, loud drums, male vocalist","This is a rock song. You can hear the electric guitar. It is more soft-rock. It makes a lot of political references. The person on the guitar is playing veyr very, very well, and fast, there is a man singing. ",0.5545
1eccf497-ffe0-4f0d-a,19,"Progressive rock, dark vibe, heavy guitar, loud drums, male vocalist",I like this because the guitar in the back is noticeable and I like the coals as well.,0.3389
1eccf497-ffe0-4f0d-a,22,"Progressive rock, dark vibe, heavy guitar, loud drums, male vocalist","Rock guitar entrance, layered voices, sparse vocals, rhythmic drums in the background, lots of guitar riffs",0.7178
1eccf497-ffe0-4f0d-a,37,"Progressive rock, dark vibe, heavy guitar, loud drums, male vocalist",Sounds like it is AI generated but trying to mimic 90s rock music.,0.4929
1eccf497-ffe0-4f0d-a,48,"Progressive rock, dark vibe, heavy guitar, loud drums, male vocalist","Rock 70s or 80s, strong electric guitar solo with crashing drums in the background ",0.5419
1fc27a56-36f6-4a2b-9,5,"A german song about what elements you need to form proper sentences, electronic, electro,",This music can be described as very upbeat and has a rock tune.,0.405
1fc27a56-36f6-4a2b-9,19,"A german song about what elements you need to form proper sentences, electronic, electro,",I like how upbeat this is and how strong it comes off.,0.3448
1fc27a56-36f6-4a2b-9,31,"A german song about what elements you need to form proper sentences, electronic, electro,","A dramatic, high-energy anthem featuring powerful vocal and a heavy electronic dance beat that creates a grand, theatrical atmosphere",0.4004
1fc27a56-36f6-4a2b-9,32,"A german song about what elements you need to form proper sentences, electronic, electro,",percussion heavy music with strained voice lyrics and a technostyle,0.4735
1fcc61c5-7033-469e-9,0,"A Melodic drill/jersey club song that samples G-Funk. (Minimoog voyager synth, analog synthesizer, Sampling, G-Funk Piano, laid-back).","walkout music, like big biker intimidating gang is just showoing on stage for the first time so you play music in the background to know that theyre legit",0.335
1fcc61c5-7033-469e-9,11,"A Melodic drill/jersey club song that samples G-Funk. (Minimoog voyager synth, analog synthesizer, Sampling, G-Funk Piano, laid-back).",Interesting beats but steady music with little to no lyrics,0.4747
1fcc61c5-7033-469e-9,17,"A Melodic drill/jersey club song that samples G-Funk. (Minimoog voyager synth, analog synthesizer, Sampling, G-Funk Piano, laid-back).","A driving electronic techno beat characterized by steady, repetitive rhythms, deep bass kicks, and synthesized layers that create a consistent and dance-focused energy.",0.4482
1fcc61c5-7033-469e-9,26,"A Melodic drill/jersey club song that samples G-Funk. (Minimoog voyager synth, analog synthesizer, Sampling, G-Funk Piano, laid-back).","Electronic music that would be at the start of the video game, European voice with a good bass line that comes in ",0.4755
1fcc61c5-7033-469e-9,33,"A Melodic drill/jersey club song that samples G-Funk. (Minimoog voyager synth, analog synthesizer, Sampling, G-Funk Piano, laid-back).",Soundtrack sounding music with strong techno styled beats with fast paced instruments.,0.4617
1fcc61c5-7033-469e-9,42,"A Melodic drill/jersey club song that samples G-Funk. (Minimoog voyager synth, analog synthesizer, Sampling, G-Funk Piano, laid-back).","edm, weird beeping, tense chords, male voice, beat drop but weird edm sounds too",0.3622
1fce4fac-fe02-42f3-9,2,"Title is something in the air, like Bonobo, electronic, club, house, dance, jazz, euro house,",I hear jazz music with a saxophone or something in it and some background beats.,0.5055
1fce4fac-fe02-42f3-9,6,"Title is something in the air, like Bonobo, electronic, club, house, dance, jazz, euro house,","This is also Jazz, you can tell by the saxophone being placed with the combination of the drums and the keyboard. No one is singing in this. The beat repeated. There is an instrue,nt introduced at the end that is being played fast, but not loud.",0.3763
1fce4fac-fe02-42f3-9,13,"Title is something in the air, like Bonobo, electronic, club, house, dance, jazz, euro house,",A soft jazz music with the primary instrument being a trumpet and the background filled with drums and a piano and would be played at a jazz club/resturaunt,0.4939
1fce4fac-fe02-42f3-9,26,"Title is something in the air, like Bonobo, electronic, club, house, dance, jazz, euro house,","Upbeat horn which feels great for a summer day, repeats the same melody and has a nice rhythm in the back",0.4044
1fce4fac-fe02-42f3-9,34,"Title is something in the air, like Bonobo, electronic, club, house, dance, jazz, euro house,",A fast paced semi-jazz instrumental piece. Heavily features a trumpet sound and a xylophone like instrument. ,0.4444
20752527-76a9-4e5a-b,6,"a song inspired by Nicholas Roerich paintings, ambient, locrian mode","This has a calm, like medieval sound to it. No singing. I hear the flute, maybe the poicaalo, the drums, and maybe the tanderlines, and the violin. It is playing a steady rhythm and beat. ",0.4454
